16,0,0,0.014516011,0.014551139,,0.006154441,0.006168558
32,0,0,0.010082512,0.010104875,,0.005306537,0.005318429
64,0,0,0.008812264,0.008831496,,0.005021989,0.005033224
128,0,0,0.008302343,0.008320602,,0.004911367,0.004922386
256,0,0,0.007720924,0.007738252,,0.004778828,0.004789636
512,0,0,0.007272073,0.007288779,,0.004640249,0.004650503
1024,0,0,0.006988895,0.007004487,,0.004610294,0.004620396
2048,0,0,0.006680482,0.006695332,,0.00455787,0.004569979
4096,0,0,0.006384921,0.0064006,,0.00447972,0.004490242
8192,0,0,0.006131683,0.00615434,,0.00445568,0.004467598
16384,0,0,0.005867847,0.005880963,,0.004368282,0.00437799
32768,0,0,0.005634597,0.005646845,,0.004430581,0.00444028
65536,0,0,0.005468059,0.005480369,,0.0043165,0.004326249
131072,0,0,0.005356924,0.005369176,,0.004335485,0.004345415
262144,0,0,0.005221,0.005232476,,0.004253751,0.00426347
524288,0,0,0.005026359,0.005037453,,0.004231061,0.004240342
1048576,0,0,0.004939593,0.004950867,,0.004232469,0.004241942
2097152,0,0,0.004855913,0.004866635,,0.004172492,0.004181823
4194304,0,0,0.004692936,0.004703429,,0.004163384,0.004172663
8388608,0,0,0.004644071,0.004654414,,0.004148128,0.004157309
16777216,0,0,0.004545129,0.004555242,,0.004162837,0.004172143
33554432,0,0,0.004467651,0.004477935,,0.004147432,0.004156629
67108864,0,0,0.004408096,0.004417817,,0.004090308,0.004099445
16,0,1,0.004264393,0.004273774,,,
32,0,1,0.004232148,0.004241637,,,
64,0,1,0.004161335,0.004170572,,,
128,0,1,0.004045938,0.004055182,,,
256,0,1,0.004022069,0.004030913,,,
512,0,1,0.003991493,0.004000272,,,
1024,0,1,0.004000414,0.004009008,,,
2048,0,1,0.00394914,0.003957607,,,
4096,0,1,0.004008575,0.004018104,,,
8192,0,1,0.004081576,0.004091108,,,
16384,0,1,0.004025975,0.004034786,,,
32768,0,1,0.004075264,0.004084618,,,
65536,0,1,0.004060536,0.004070013,,,
131072,0,1,0.004005957,0.004015372,,,
262144,0,1,0.004062683,0.004072081,,,
524288,0,1,0.004013695,0.004022416,,,
1048576,0,1,0.004073344,0.004081896,,,
2097152,0,1,0.004162153,0.004171654,,,
4194304,0,1,0.004017614,0.004026407,,,
8388608,0,1,0.003994038,0.004002841,,,
16777216,0,1,0.003999145,0.004007896,,,
33554432,0,1,0.003992952,0.004001669,,,
67108864,0,1,0.004018,0.004026591,,,
16,0,2,0.003988333,0.003996721,,,
32,0,2,0.004010699,0.004020245,,,
64,0,2,0.00403887,0.004048139,,,
128,0,2,0.004024786,0.004033315,,,
256,0,2,0.004060498,0.004069969,,,
512,0,2,0.003993755,0.004002204,,,
1024,0,2,0.003963929,0.003972736,,,
2048,0,2,0.004038896,0.004057465,,,
4096,0,2,0.00392969,0.003938343,,,
8192,0,2,0.004010772,0.004019283,,,
16384,0,2,0.003989337,0.003998037,,,
32768,0,2,0.004023948,0.004032967,,,
65536,0,2,0.004041431,0.004050123,,,
131072,0,2,0.004117923,0.004127595,,,
262144,0,2,0.004042501,0.004052109,,,
524288,0,2,0.004064444,0.004072906,,,
1048576,0,2,0.003930104,0.003938812,,,
2097152,0,2,0.003913909,0.003922284,,,
4194304,0,2,0.003971105,0.003980547,,,
8388608,0,2,0.004075304,0.004084047,,,
16777216,0,2,0.004019719,0.004028394,,,
33554432,0,2,0.004215243,0.004223733,,,
67108864,0,2,0.004053531,0.004063132,,,
16,0,3,0.003999281,0.004007985,,,
32,0,3,0.004107977,0.004116675,,,
64,0,3,0.004019643,0.004028965,,,
128,0,3,0.004076073,0.004085416,,,
256,0,3,0.004007554,0.004017073,,,
512,0,3,0.003966232,0.003974739,,,
1024,0,3,0.004040037,0.004048536,,,
2048,0,3,0.004025994,0.004035538,,,
4096,0,3,0.004025979,0.004035378,,,
8192,0,3,0.00401128,0.004020506,,,
16384,0,3,0.003983564,0.003992852,,,
32768,0,3,0.00432067,0.004329927,,,
65536,0,3,0.003957273,0.003966076,,,
131072,0,3,0.004060267,0.004069111,,,
262144,0,3,0.004023049,0.004032542,,,
524288,0,3,0.004022429,0.004031952,,,
1048576,0,3,0.004123113,0.004132546,,,
2097152,0,3,0.003913767,0.003922558,,,
4194304,0,3,0.00407626,0.004085004,,,
8388608,0,3,0.00411734,0.004126752,,,
16777216,0,3,0.004065723,0.004075314,,,
33554432,0,3,0.004137065,0.004147115,,,
67108864,0,3,0.004025254,0.004034045,,,
16,0,4,0.004004189,0.004013173,,,
32,0,4,0.004099347,0.004108714,,,
64,0,4,0.004077835,0.004086949,,,
128,0,4,0.004107695,0.004117416,,,
256,0,4,0.004083097,0.004091975,,,
512,0,4,0.003977693,0.00398652,,,
1024,0,4,0.004058197,0.004067213,,,
2048,0,4,0.004094836,0.004103952,,,
4096,0,4,0.004049435,0.004058787,,,
8192,0,4,0.004043088,0.004052755,,,
16384,0,4,0.003974686,0.003983314,,,
32768,0,4,0.004098428,0.004107045,,,
65536,0,4,0.004055202,0.004064663,,,
131072,0,4,0.004136355,0.004145823,,,
262144,0,4,0.003919522,0.00392814,,,
524288,0,4,0.004028379,0.004036982,,,
1048576,0,4,0.004096191,0.004105588,,,
2097152,0,4,0.00401672,0.004025984,,,
4194304,0,4,0.004059004,0.004067926,,,
8388608,0,4,0.003909885,0.003918491,,,
16777216,0,4,0.004184468,0.004193869,,,
33554432,0,4,0.003924251,0.003932694,,,
67108864,0,4,0.003946658,0.00395564,,,
